,Nom,Activite_principale,Adresse,Ville,Telephone,Detail,Lien_entreprise,Facebook,Linkedin,Autre_lien,Lien_europage
758,CHAMBRE COMMERCE ET INDUSTRIE VAUCLUSE,,,"L'entreprise CHAMBRE COMMERCE ET INDUSTRIE VAUCLUSE, qui travaille dans le secteur Chambres de commerce et d'industrie. Elle est basée à Avignon, France.",+33 490148700,"L'entreprise CHAMBRE COMMERCE ET INDUSTRIE VAUCLUSE, qui travaille dans le secteur Chambres de commerce et d'industrie. Elle est basée à Avignon, France.",http://www.avignonvaucluse.cci.fr,,,,https://www.europages.fr/CHAMBRE-COMMERCE-ET-INDUSTRIE-VAUCLUSE/FRA061792-00101.html
759,ADEME,Prestataire de services,20 Av Du Gresille,49000 Angers,+33 241204120,"L'entreprise ADEME, est un Prestataire de services, crée en 1992, qui travaille dans le secteur Fédérations, groupements et syndicats professionnels. Elle est également présente dans les secteurs Organismes pour le commerce, et Chambres de commerce et d'industrie. Elle est basée à Angers, France.",http://www.ademe.fr,,,,https://www.europages.fr/ADEME/FRA372649-00101.html
760,DE REU DECOLLETAGE,Fabricant/Producteur,1 Rue De L'Egalite,62121 Achiet-Le-Grand,+33 321071533,"De Reu Décolletage est la seule usine de décolletage du Pas-de-Calais. Un atout indéniable renforcé par sa localisation géographique, au carrefour de l'Europe du Nord, au centre de la région Nord Pas-de-Calais Picardie. A l'écoute de ses clients et de leurs besoins, attentif à l'évolution de son métier en mécanique de précision, la société investie dans des outils de plus en plus performants, recrute et forme en permanence son personnel, dans un souci constant de qualité et de haute technologie.",http://www.decolletage-de-reu.com,,,,https://www.europages.fr/DE-REU-DECOLLETAGE/FRA015550-00101.html
761,DRIRE RHONE ALPES,Distributeur,,"L'entreprise DRIRE RHONE ALPES, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Lyon, France.",,"L'entreprise DRIRE RHONE ALPES, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Lyon, France.",,,,,https://www.europages.fr/DRIRE-RHONE-ALPES/FRA375900-00101.html
762,ROBERT RENAULT &amp; CIE,Fabricant/Producteur,Zone Industrielle,"L'entreprise ROBERT RENAULT &amp; CIE, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Courtry, France.",+33 160202188,"L'entreprise ROBERT RENAULT & CIE, qui travaille dans le secteur Carton - fabrication. Elle est également présente dans les secteurs Carton pour l'industrie de l'emballage. Elle est basée à Courtry, France.",http://www.robertrenault.fr,,,,https://www.europages.fr/ROBERT-RENAULT-CIE/FRA060869-00101.html
763,D'UN CAPRICE,Fabricant/Producteur,,"L'entreprise D'UN CAPRICE, crée en 2000, qui travaille dans le secteur Cuirs, peaux et pelleteries. Elle est également présente dans les secteurs Vêtements pour enfants et bébés, et Cuirs pour l'industrie du vêtement. Elle est basée à Paris, France.",,"L'entreprise D'UN CAPRICE, crée en 2000, qui travaille dans le secteur Cuirs, peaux et pelleteries. Elle est également présente dans les secteurs Vêtements pour enfants et bébés, et Cuirs pour l'industrie du vêtement. Elle est basée à Paris, France.",,,,,https://www.europages.fr/DUN-CAPRICE/FRA480433-00101.html
764,COMITE DU TOURISME ET MAISON DU TOURISME DU GERS,Prestataire de services,3 Boulevard Roquelaure,32000 Auch,+33 562059595,"L'entreprise COMITE DU TOURISME ET MAISON DU TOURISME DU GERS, est un Prestataire de services, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Auch, France.",http://www.tourisme-gers.com,,,,https://www.europages.fr/COMITE-DU-TOURISME-ET-MAISON-DU-TOURISME-DU-GERS/FRA387749-00101.html
765,CIM NORMANDIE,Fabricant/Producteur,rue fondation Albert Jean,76730 Baqueville-En-Caux,+33 235859990,"La société CIM NORMANDIE est spécialisée dans l’usinage 2D et 3D de pièces mécaniques en petite et moyenne série et dans la conception et modification de machines spéciales automatisées, intégration de robots et de visions industriels.",http://www.cim-normandie.com,,,,https://www.europages.fr/CIM-NORMANDIE/00000004731266-001.html
767,CCI DE L'ARDECHE MERIDIONALE,Fabricant/Producteur,Quartier La Temple,07205 Aubenas Cedex,+33 475358500,"L'entreprise CCI DE L'ARDECHE MERIDIONALE, est un Fabricant/ Producteur, crée en 1985, qui travaille dans le secteur Eclairage public, industriel et commercial. Elle est également présente dans les secteurs Eclairage domestique et accessoires, Ampoules et tubes électriques, et Chambres de commerce et d'industrie. Elle est basée à Aubenas Cedex, France.",http://www.ardeche-meridionale.cci.fr,,,,https://www.europages.fr/CCI-DE-LARDECHE-MERIDIONALE/FRA389191-00101.html
768,CERGY PONTOISE DEVELOPPEMENT,Distributeur,Immeuble Cergy Etoile,"L'entreprise CERGY PONTOISE DEVELOPPEMENT, crée en 2002, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Cergy Pontoise Cedex, France.",,"L'entreprise CERGY PONTOISE DEVELOPPEMENT, crée en 2002, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Cergy Pontoise Cedex, France.",,,,,https://www.europages.fr/CERGY-PONTOISE-DEVELOPPEMENT/FRA378313-00101.html
769,FELLMANN CARTONNAGES,Fabricant/Producteur,2 Rue Henri Rouby,68360 Soultz Haut Rhin,+33 389745656,"La sociéte FELLMANN CARTONNAGES propose des emballages en carton sur mesure principalement pour l'industrie agroalimentaire. Elle est spécialisée dans l'impression et façonnage du carton compact, fabrication de boîtes et étuis pliants principalement destinés à l'industrie agroalimentaire Elle peut répondre à toutes sortes de demandes telles que l'impression de 1 à 6 couleurs avec une multitude de combinaisons au niveau des vernis, des supports de 200 à 700g/m², dépose d'objets publicitaire. Elle propose une gamme variée de boîtes en carton: boîtes pliantes en carton ou en carton léger, boîtes en carton composite, boîtes en carton ou en carton léger avec couvercle, boîtes en carton agrafées, boîtes en carton ou en carton léger. FELLMANN CARTONNAGES produit également divers emballages en carton: cartonnages, cartonnages imprimés, conteneurs en carton ou en carton léger, emballages en carton ondulé sur spécification client, contenants en carton dur sur spécification client.",http://www.fellmann.com,,,,https://www.europages.fr/FELLMANN-CARTONNAGES/FRA529084-00101.html
770,SA MEGISSERIE LAURET,Fabricant/Producteur,34 Rue De La Paulele,12100 Millau,+33 565604256,"Créée en 1925, la Mégisserie LAURET regroupait initialement les activités de mégisserie et de ganterie. Depuis les années 1980, l'entreprise s'est spécialisée dans la fabrication de peaux d'agneaux pour  les fabricants de vêtements et de maroquinerie de luxe. La mégisserie LAURET propose essentiellement des peaux d'agneaux d'origine française ou espagnole. L'entreprise fabrique et commercialise également une gamme de produits fantaisies.",http://megisserielauret.fr/,,,,https://www.europages.fr/SA-MEGISSERIE-LAURET/FRA003749-00101.html
771,DSM FINANCE,Fabricant/Producteur,15 Rue De Flandre,59113 Seclin,,"L'entreprise DSM FINANCE, est un Fabricant/ Producteur, crée en 1988, qui travaille dans le secteur Matières plastiques - produits de base pour l'industrie. Elle est également présente dans les secteurs Additifs pour l'industrie des plastiques. Elle est basée à Seclin, France.",,,,,https://www.europages.fr/DSM-FINANCE/FRA101796-00101.html
772,STE DEPARTEMENTALE AGRICULTURE,Prestataire de services,Av Du Chalutier Sans Pitie,22190 Plerin,+33 296792166,"L'entreprise STE DEPARTEMENTALE AGRICULTURE, est un Prestataire de services, qui travaille dans le secteur Chambres de commerce et d'industrie. Elle est basée à Plerin, France.",http://www.cotes-d-armor.chambagri.fr,,,,https://www.europages.fr/STE-DEPARTEMENTALE-AGRICULTURE/FRA014735-00101.html
773,COMITE DEPARTEMENTAL DU TOURISME DU JURA,Distributeur,Logis De France,"L'entreprise COMITE DEPARTEMENTAL DU TOURISME DU JURA, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Lons Le Saunier, France.",+33 384870873,"L'entreprise COMITE DEPARTEMENTAL DU TOURISME DU JURA, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Lons Le Saunier, France.",http://www.jura-tourism.fr,,,,https://www.europages.fr/COMITE-DEPARTEMENTAL-DU-TOURISME-DU-JURA/FRA370709-00101.html
775,SYNDICAT ETUDES DU POLE ORLY RUNGIS,Distributeur,,"L'entreprise SYNDICAT ETUDES DU POLE ORLY RUNGIS, crée en 2004, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Chevilly Larue Cedex, France.",,"L'entreprise SYNDICAT ETUDES DU POLE ORLY RUNGIS, crée en 2004, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Chevilly Larue Cedex, France.",,,,,https://www.europages.fr/SYNDICAT-ETUDES-DU-POLE-ORLY-RUNGIS/FRA382975-00101.html
776,ENIM,Distributeur,,"L'entreprise ENIM, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Les Andelys, France.",,"L'entreprise ENIM, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Les Andelys, France.",,,,,https://www.europages.fr/ENIM/FRA382693-00101.html
777,SEFEE,Fabricant/Producteur,Z.I. des Cazes,12402 Saint-Affrique Cedex,+33 565981100,"La société SEFEE est spécialisée dans l'étude, la conception et la fabrication de harnais et d'équipements électroniques et électriques pour les secteurs aéronautique, aérospatiale et de la défense.L'équipe d'experts de SEFEE répond rapidement aux exigences clients, elle est réactive pour répondre aux spécifications des produits et services demandés dans les applications militaires et aérospatiales. Ainsi, l'entreprise offre des solutions globales. Dans un souci de service et de qualité, elle met à la disposition de sa clientèle une assistance technique en France et à l'International. ",http://www.sefee.com/,,,,https://www.europages.fr/SEFEE/00000004707235-001.html
778,APROVALBOIS,Distributeur,,"L'entreprise APROVALBOIS, crée en 1986, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Dijon Cedex, France.",,"L'entreprise APROVALBOIS, crée en 1986, qui travaille dans le secteur Organismes pour le commerce. Elle est également présente dans les secteurs Fédérations, groupements et syndicats professionnels, et Chambres de commerce et d'industrie. Elle est basée à Dijon Cedex, France.",http://www.aprovalbois.com,,,,https://www.europages.fr/APROVALBOIS/FRA380799-00101.html
779,CABINET D'ACOUSTIQUE DELHOM ET ASSOCIES,Prestataire de services,ZA Tourneris,31470 BONREPOS SUR AUSSONNELLE,+33 561916490,"La société DELHOM ACOUSTIQUE est spécialisée en ingénierie acoustique depuis plus de 20 ans, nous intervenons dans les domaines du bâtiment et de l’acoustique des salles, de l’industrie, de l’environnement. Nos prestations recouvrent l’ensemble des services lié à l’ingénierie acoustique, allant du simple diagnostic (mesures, constat, audit) jusqu’à la maitrise d’œuvre complète d’un projet, en passant par les études de solutions et d’optimisation technico-économique.",http://www.acoustique-delhom.com,,,,https://www.europages.fr/CABINET-DACOUSTIQUE-DELHOM-ET-ASSOCIES/00000003753725-129028001.html
780,GUINAULT SA,Fabricant/Producteur,95 Rue Rond D Eau,45590 St Cyr En Val,+33 238638400,"En 60 ans, GUINAULT a développé une expertise de renommée mondiale dans les équipements d’assistance aéroportuaires tels que: Des groupes électrogènes pour avions 400Hz et 28Vcc, Des convertisseurs de fréquence, Des compresseurs de démarrage à air, Des groupes climatiseurs (réchauffeuses de cabines civiles, groupes conditionneurs d'air pour applications militaires)",http://www.guinault.com,,,,https://www.europages.fr/GUINAULT-SA/FRA044623-00101.html
783,CORRUPAD,Fabricant/Producteur,Rue Du Danemark,68310 Wittelsheim,+33 389578590,"CORRUPAD, fort de ses vingt ans d’expérience avec les grands noms de la menuiserie industrielle, offre une large gamme de produits carton recyclables conçue pour la protection et le calage d’éléments en bois, PVC ou aluminium. Le Corrupad est un concept de calage environnemental, réalisé à partir de carton ondulé multicouches, recyclé. Le matériau de calage ainsi obtenu est totalement recyclable dans la filière papier/carton, ce qui contribue largement à préserver les ressources naturelles. Il est la parfaite alternative au polystyrène et à la mousse polyéthylène. Corrupad est multi-chocs, amortisseur, résistant à l'écrasement et résilient. Corrupad est d'une utilisation aisée, prêt à l'emploi. La réalisation des différents calages est obtenue par le réglage des machines sans frais d'outillage. A performances équivalentes, Corrupad offre des épaisseurs plus faibles, entraînant ainsi un gain de volume et de coût.  ",http://www.corrupad.fr,,,,https://www.europages.fr/CORRUPAD/SAT000044-00101.html
